job_id	comparison	layer0	probe_pre	probe_mid	probe_post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	rounding_attention	rounding_mlp
J07-D01-restore-L26-attention	minus-native	34	0.3421506881713867	0.2755270004272461	0.2373790740966797	-0.06662368774414062	-0.038147926330566406	-0.020809755280161935	0.010770226067172928	-0.04580799290701809	-0.04891901189280201	-5.9395569604880905e-06	8.594950626772402e-07
J07-D01-restore-L26-attention	minus-native	35	0.2373790740966797	0.2111043930053711	0.35614776611328125	-0.026274681091308594	0.14504337310791016	-0.008570123143388342	-0.05484087555221384	-0.017706848173535072	0.19988195359491456	2.290225614820507e-06	2.295065209878544e-06
J07-D01-preceding	minus-native	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J07-D01-preceding	minus-native	18	0.0	0.00020459294319152832	-0.00018596649169921875	0.00020459294319152832	-0.00039055943489074707	0.00020516878817344875	-0.00037765616582285944	-5.445708608428634e-07	-1.2632699820824822e-05	-3.1274121077562445e-08	-2.7056924706281293e-07
J07-D01-preceding	minus-native	19	-0.00018596649169921875	-0.0037207603454589844	-0.004209756851196289	-0.0035347938537597656	-0.0004889965057373047	-0.0034775529024340113	-0.0006605662195759976	-5.757881512041818e-05	0.00017025985984159275	3.3786379466382854e-07	1.3098539971001522e-06
J07-D01-preceding	minus-native	20	-0.004209756851196289	0.0017237663269042969	-0.0010917186737060547	0.005933523178100586	-0.0028154850006103516	0.0060352182071223	-0.0032194267275762745	-9.851639310842764e-05	0.0004038678672063367	-3.1786359132590647e-06	7.385975958618118e-08
J07-D01-preceding	minus-native	21	-0.0010917186737060547	-0.005497932434082031	0.012740135192871094	-0.0044062137603759766	0.018238067626953125	-0.005445409182016359	0.017776295157937272	0.0010377120564950548	0.00046147006955993275	1.4833651452716978e-06	3.0239945592036577e-07
J07-D01-preceding	minus-native	22	0.012740135192871094	0.01979118585586548	0.02712017297744751	0.007051050662994385	0.007328987121582031	0.008579008375082298	0.008000181213108748	-0.0015266371200648998	-0.0006719917055669627	-1.3205920230130452e-06	7.976140402460308e-07
J07-D01-preceding	minus-native	23	0.02712017297744751	-0.0003578662872314453	0.019524574279785156	-0.027478039264678955	0.0198824405670166	-0.024296489496738793	0.019912926764636296	-0.0031857716547847303	-2.5199185718582928e-05	4.221886844568701e-06	-5.287011901111693e-06
J07-D01-preceding	minus-native	24	0.019524574279785156	0.018865346908569336	0.05740690231323242	-0.0006592273712158203	0.038541555404663086	0.0030101882670818814	0.03978535501711186	-0.003670030838154592	-0.0012442380896577343	6.151998568904027e-07	4.384772089582878e-07
J07-D01-preceding	minus-native	25	0.05740690231323242	0.05008220672607422	0.014273405075073242	-0.007324695587158203	-0.03580880165100098	-0.006542642351759609	-0.032159572790458	-0.0007828205500613299	-0.0036474142293590472	7.673146627355798e-07	-1.8146311839273288e-06
J07-D01-preceding	minus-native	26	0.014273405075073242	0.011434078216552734	-0.008233070373535156	-0.002839326858520508	-0.01966714859008789	-0.002111861579766394	-0.018366576583378147	-0.0007283243563322578	-0.0013012263426949479	8.590775781441851e-07	6.543359852041741e-07
J07-D01-preceding	minus-native	27	-0.008233070373535156	-0.02366018295288086	-0.019948959350585938	-0.015427112579345703	0.003711223602294922	-0.01569416483076902	0.001400175079207533	0.00026475602862856273	0.0023124462412906117	2.2962227947537217e-06	-1.397718203222792e-06
J07-D01-preceding	minus-native	28	-0.019948959350585938	-0.019643783569335938	-0.02249622344970703	0.00030517578125	-0.0028524398803710938	-0.0004506385739677654	-0.0061589144041223065	0.0007600180670736326	0.0033058955627728315	-4.203711855867154e-06	5.789609783812821e-07
J07-D01-preceding	minus-native	29	-0.02249622344970703	-0.007213592529296875	-0.0044574737548828125	0.015282630920410156	0.0027561187744140625	0.01384292063169923	-0.001099635106033281	0.0014424635746501657	0.0038514851409963136	-2.7532859392387365e-06	4.2687394510299015e-06
J07-D01-preceding	minus-native	30	-0.0044574737548828125	0.018964767456054688	0.014449119567871094	0.0234222412109375	-0.004515647888183594	0.022461641584031966	-0.0018827396866045731	0.0009605505039481654	-0.0026359296299613977	4.912295736847483e-08	3.021428382377067e-06
J07-D01-preceding	minus-native	31	0.014449119567871094	0.016203880310058594	0.016605377197265625	0.0017547607421875	0.00040149688720703125	0.002213908255798591	0.0012955785094500571	-0.0004560289874799839	-0.0008949582270062484	-3.118526131107302e-06	8.766047632224883e-07
J07-D01-preceding	minus-native	32	0.016605377197265625	-0.002292633056640625	0.012296676635742188	-0.01889801025390625	0.014589309692382812	-0.018839468928032232	0.01276911637419853	-5.4746587777543265e-05	0.0018151620836470705	-3.794738096474237e-06	5.03123453721166e-06
J07-D01-preceding	minus-native	33	0.012296676635742188	0.01227569580078125	0.013865470886230469	-2.09808349609375e-05	0.0015897750854492188	0.00030020297744756674	0.004022211944892384	-0.0003206721655621969	-0.0024348828746896256	-5.116468462240675e-07	2.446015246571065e-06
J07-D01-preceding	minus-native	34	0.013865470886230469	0.0026979446411132812	-0.0019407272338867188	-0.011167526245117188	-0.004638671875	-0.007395547488613374	-0.005737320666901358	-0.003771751696951986	0.0011021903419519141	-2.2705955182722448e-07	-3.5415500505564523e-06
